image_id,predicted_label,crack_probability,width,height,component_count,crack_area_px,crack_area_pct,crack_length_px,mean_width_px,max_width_px,scale_mm_per_px,crack_length_mm,mean_width_mm,max_width_mm,severity_score,severity_label,severity_basis,segmentation_source,measurement_method,overlay_path,heatmap_path,mask_path,polygons_json
img_0001007,cracked,0.972963321058648,256,256,5,3214,0.049041748046875,409.0,6.925201416015625,16.0,,,,,0.8204524969754015,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0001007.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0001007.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0001007.png,"[{""component_id"": 2, ""area_px"": 2479, ""bbox"": [103, 127, 256, 256], ""polygon"": [[102, 255], [108, 248], [111, 248], [122, 238], [122, 235], [128, 228], [130, 230], [132, 229], [132, 224], [138, 218], [146, 214], [155, 214], [159, 210], [164, 208], [166, 207], [162, 204], [162, 200], [168, 195], [164, 190], [172, 186], [172, 181], [174, 178], [179, 184], [182, 178], [190, 170], [199, 168], [208, 181], [203, 186], [190, 186], [182, 196], [177, 194], [174, 198], [172, 196], [168, 207], [172, 208], [178, 202], [186, 200], [191, 202], [206, 202], [209, 204], [212, 202], [222, 174], [234, 165], [229, 162], [222, 166], [216, 161], [210, 132], [212, 126], [216, 128], [214, 133], [222, 156], [222, 153], [226, 150], [228, 156], [237, 160], [248, 152], [255, 142]]}, {""component_id"": 1, ""area_px"": 207, ""bbox"": [231, 59, 246, 83], ""polygon"": [[237, 82], [230, 79], [232, 72], [230, 65], [232, 64], [234, 66], [236, 60], [240, 58], [240, 65], [246, 68], [237, 82]]}, {""component_id"": 5, ""area_px"": 200, ""bbox"": [54, 244, 80, 256], ""polygon"": [[54, 255], [58, 244], [60, 246], [64, 244], [70, 250], [77, 248], [80, 255]]}, {""component_id"": 4, ""area_px"": 192, ""bbox"": [147, 229, 166, 250], ""polygon"": [[148, 250], [146, 247], [150, 233], [155, 228], [161, 228], [166, 239], [157, 242], [154, 238], [148, 250]]}, {""component_id"": 3, ""area_px"": 136, ""bbox"": [228, 141, 248, 155], ""polygon"": [[237, 154], [233, 150], [230, 150], [228, 148], [243, 140], [248, 146], [237, 154]]}]"
img_0038351,cracked,0.9729612932799908,256,256,7,1282,0.019561767578125,178.0,5.943063735961914,15.231546401977539,,,,,0.4668667846162846,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0038351.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0038351.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0038351.png,"[{""component_id"": 6, ""area_px"": 344, ""bbox"": [230, 137, 250, 167], ""polygon"": [[238, 166], [230, 153], [232, 148], [230, 143], [234, 136], [236, 138], [234, 143], [236, 146], [238, 144], [242, 146], [245, 142], [250, 144], [248, 150], [250, 153], [248, 157], [238, 166]]}, {""component_id"": 4, ""area_px"": 206, ""bbox"": [138, 62, 151, 93], ""polygon"": [[148, 92], [138, 90], [144, 78], [144, 70], [140, 66], [145, 62], [150, 63], [148, 67], [150, 70], [146, 81], [148, 84], [146, 87], [150, 90], [148, 92]]}, {""component_id"": 3, ""area_px"": 189, ""bbox"": [32, 57, 46, 83], ""polygon"": [[41, 82], [36, 80], [40, 76], [34, 76], [32, 70], [33, 66], [35, 68], [38, 65], [40, 56], [44, 61], [42, 69], [46, 75], [41, 82]]}, {""component_id"": 1, ""area_px"": 151, ""bbox"": [15, 9, 36, 29], ""polygon"": [[26, 28], [20, 25], [18, 18], [14, 14], [21, 8], [24, 11], [22, 15], [22, 19], [28, 24], [32, 22], [36, 24], [32, 28], [26, 28]]}, {""component_id"": 2, ""area_px"": 135, ""bbox"": [0, 29, 11, 50], ""polygon"": [[0, 30], [4, 28], [10, 35], [6, 39], [6, 46], [2, 50], [0, 48]]}, {""component_id"": 7, ""area_px"": 135, ""bbox"": [110, 169, 125, 189], ""polygon"": [[114, 188], [112, 186], [116, 179], [112, 178], [110, 174], [112, 172], [114, 174], [117, 168], [123, 170], [124, 172], [122, 175], [122, 179], [114, 188]]}, {""component_id"": 5, ""area_px"": 122, ""bbox"": [16, 126, 31, 147], ""polygon"": [[29, 146], [22, 146], [18, 143], [16, 131], [17, 126], [20, 128], [20, 139], [28, 142], [30, 144], [29, 146]]}]"
img_0040298,cracked,0.9729612052314038,256,256,5,3717,0.0567169189453125,480.0,7.030035495758057,16.124515533447266,,,,,0.8636249101136636,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0040298.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0040298.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0040298.png,"[{""component_id"": 2, ""area_px"": 1892, ""bbox"": [86, 198, 256, 245], ""polygon"": [[255, 238], [245, 238], [240, 234], [230, 238], [223, 242], [218, 240], [212, 240], [200, 234], [196, 238], [194, 235], [196, 230], [190, 224], [185, 226], [180, 230], [174, 228], [172, 226], [174, 222], [170, 219], [172, 216], [170, 214], [164, 208], [149, 208], [147, 210], [138, 210], [125, 216], [110, 232], [113, 234], [122, 230], [124, 235], [118, 238], [114, 244], [111, 244], [110, 241], [112, 239], [104, 236], [104, 232], [108, 229], [107, 228], [101, 230], [99, 228], [100, 222], [98, 218], [101, 214], [106, 214], [109, 222], [118, 215], [113, 210], [98, 208], [86, 200], [88, 198], [105, 200], [108, 204], [116, 204], [120, 208], [134, 204], [144, 204], [150, 202], [169, 202], [179, 214], [193, 220], [198, 216], [200, 219], [200, 223], [206, 228], [210, 226], [213, 234], [239, 228], [247, 230], [249, 228], [255, 230]]}, {""component_id"": 1, ""area_px"": 1120, ""bbox"": [0, 138, 85, 202], ""polygon"": [[0, 142], [4, 144], [4, 139], [7, 138], [10, 144], [15, 142], [18, 146], [20, 144], [24, 145], [26, 149], [21, 158], [14, 154], [12, 155], [12, 160], [19, 168], [30, 168], [32, 162], [39, 166], [44, 166], [47, 172], [52, 172], [56, 168], [59, 172], [66, 175], [62, 179], [68, 186], [75, 192], [83, 194], [84, 198], [80, 202], [74, 198], [49, 178], [41, 178], [38, 174], [22, 176], [10, 170], [7, 166], [0, 164]]}, {""component_id"": 4, ""area_px"": 288, ""bbox"": [2, 227, 29, 249], ""polygon"": [[13, 248], [2, 242], [4, 238], [2, 231], [14, 226], [18, 228], [27, 226], [28, 228], [20, 234], [22, 237], [18, 242], [16, 240], [16, 236], [13, 232], [8, 237], [16, 244], [13, 248]]}, {""component_id"": 5, ""area_px"": 242, ""bbox"": [144, 235, 167, 256], ""polygon"": [[144, 255], [144, 252], [154, 242], [152, 238], [155, 234], [158, 238], [158, 242], [162, 246], [160, 248], [166, 255]]}, {""component_id"": 3, ""area_px"": 175, ""bbox"": [47, 215, 78, 231], ""polygon"": [[73, 230], [69, 230], [61, 222], [50, 220], [46, 216], [50, 214], [56, 218], [60, 216], [63, 218], [67, 218], [78, 227], [73, 230]]}]"
img_0001617,cracked,0.9729606471294856,256,256,5,740,0.01129150390625,110.0,5.874568462371826,10.198039054870605,,,,,0.35836725556522003,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0001617.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0001617.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0001617.png,"[{""component_id"": 4, ""area_px"": 209, ""bbox"": [247, 186, 256, 216], ""polygon"": [[255, 214], [253, 216], [250, 213], [250, 205], [246, 202], [246, 188], [249, 186], [255, 186]]}, {""component_id"": 3, ""area_px"": 193, ""bbox"": [0, 169, 24, 188], ""polygon"": [[0, 168], [12, 174], [16, 180], [22, 180], [24, 183], [17, 188], [12, 184], [8, 186], [6, 179], [0, 174]]}, {""component_id"": 1, ""area_px"": 123, ""bbox"": [154, 27, 167, 47], ""polygon"": [[161, 46], [154, 43], [158, 39], [160, 28], [164, 26], [166, 34], [164, 37], [164, 44], [161, 46]]}, {""component_id"": 5, ""area_px"": 110, ""bbox"": [226, 234, 237, 256], ""polygon"": [[226, 255], [230, 239], [235, 234], [236, 236], [234, 238], [234, 250], [232, 255]]}, {""component_id"": 2, ""area_px"": 105, ""bbox"": [249, 149, 256, 173], ""polygon"": [[255, 170], [252, 172], [248, 168], [252, 151], [255, 148]]}]"
img_0038132,cracked,0.972953882213031,256,256,7,2484,0.03790283203125,366.0,6.150367736816406,14.0,,,,,0.7413879566183874,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0038132.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0038132.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0038132.png,"[{""component_id"": 2, ""area_px"": 1378, ""bbox"": [26, 90, 59, 256], ""polygon"": [[38, 255], [36, 251], [40, 238], [40, 214], [42, 211], [40, 202], [42, 194], [36, 188], [33, 190], [30, 188], [34, 183], [34, 179], [38, 175], [32, 171], [36, 168], [34, 161], [40, 155], [38, 150], [32, 147], [32, 144], [38, 140], [42, 127], [38, 119], [44, 109], [34, 107], [34, 96], [28, 106], [26, 104], [28, 99], [28, 95], [26, 92], [27, 90], [40, 94], [42, 99], [43, 106], [49, 108], [55, 104], [58, 105], [53, 116], [44, 117], [46, 120], [44, 124], [48, 127], [42, 142], [44, 146], [44, 154], [48, 157], [46, 169], [50, 179], [48, 182], [50, 189], [46, 194], [48, 201], [46, 204], [48, 210], [44, 217], [46, 238], [42, 245], [42, 252], [44, 255]]}, {""component_id"": 5, ""area_px"": 347, ""bbox"": [198, 169, 229, 197], ""polygon"": [[204, 196], [200, 195], [204, 189], [200, 188], [198, 185], [204, 181], [211, 168], [220, 170], [222, 172], [214, 176], [220, 180], [225, 178], [228, 181], [221, 186], [216, 184], [204, 196]]}, {""component_id"": 4, ""area_px"": 194, ""bbox"": [194, 149, 221, 163], ""polygon"": [[214, 162], [206, 158], [203, 160], [199, 160], [194, 150], [198, 148], [207, 154], [217, 150], [220, 154], [214, 157], [214, 162]]}, {""component_id"": 7, ""area_px"": 164, ""bbox"": [86, 247, 109, 256], ""polygon"": [[86, 255], [88, 249], [94, 246], [107, 248], [108, 251], [106, 255]]}, {""component_id"": 1, ""area_px"": 139, ""bbox"": [28, 54, 50, 67], ""polygon"": [[37, 66], [30, 64], [28, 60], [30, 58], [44, 58], [48, 54], [50, 60], [37, 66]]}, {""component_id"": 3, ""area_px"": 137, ""bbox"": [1, 109, 16, 125], ""polygon"": [[12, 124], [7, 122], [3, 122], [0, 119], [3, 116], [8, 115], [8, 110], [14, 108], [16, 111], [12, 119], [14, 122], [12, 124]]}, {""component_id"": 6, ""area_px"": 125, ""bbox"": [122, 232, 142, 245], ""polygon"": [[135, 244], [126, 242], [122, 237], [124, 234], [127, 238], [135, 236], [139, 232], [142, 235], [135, 244]]}]"
img_0001531,cracked,0.972953882213031,256,256,2,361,0.0055084228515625,41.0,6.642587661743164,10.198039054870605,,,,,0.26294544664931196,low,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0001531.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0001531.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0001531.png,"[{""component_id"": 2, ""area_px"": 242, ""bbox"": [212, 204, 232, 231], ""polygon"": [[225, 230], [220, 230], [212, 221], [212, 218], [218, 214], [222, 204], [226, 206], [226, 210], [229, 206], [232, 208], [222, 219], [226, 227], [225, 230]]}, {""component_id"": 1, ""area_px"": 119, ""bbox"": [148, 158, 163, 170], ""polygon"": [[155, 170], [148, 164], [150, 158], [155, 160], [158, 158], [162, 161], [162, 165], [155, 170]]}]"
img_0039620,cracked,0.9729499228697832,256,256,9,2819,0.0430145263671875,341.0,6.976363658905029,18.867961883544922,,,,,0.747353987056053,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0039620.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0039620.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0039620.png,"[{""component_id"": 5, ""area_px"": 754, ""bbox"": [167, 101, 225, 138], ""polygon"": [[207, 138], [200, 134], [190, 120], [186, 122], [181, 116], [178, 118], [172, 116], [170, 118], [166, 111], [169, 110], [178, 112], [183, 106], [193, 106], [197, 102], [200, 104], [204, 100], [206, 104], [202, 107], [210, 109], [206, 118], [215, 128], [221, 128], [224, 131], [222, 134], [217, 134], [212, 130], [207, 138]]}, {""component_id"": 1, ""area_px"": 677, ""bbox"": [71, 5, 108, 51], ""polygon"": [[77, 50], [73, 50], [70, 47], [76, 42], [80, 44], [86, 38], [84, 36], [88, 33], [80, 29], [82, 23], [78, 20], [96, 4], [99, 8], [106, 6], [108, 10], [106, 12], [106, 21], [94, 32], [90, 38], [92, 42], [84, 50], [77, 50]]}, {""component_id"": 6, ""area_px"": 365, ""bbox"": [191, 165, 220, 198], ""polygon"": [[208, 198], [200, 194], [200, 192], [194, 188], [196, 183], [190, 178], [193, 176], [202, 178], [208, 173], [206, 170], [211, 164], [214, 170], [220, 173], [220, 177], [218, 178], [215, 174], [212, 174], [204, 182], [212, 187], [210, 190], [212, 195], [208, 198]]}, {""component_id"": 9, ""area_px"": 240, ""bbox"": [102, 204, 135, 219], ""polygon"": [[127, 218], [114, 212], [103, 214], [102, 211], [116, 204], [123, 210], [128, 206], [130, 208], [128, 210], [133, 210], [134, 213], [127, 218]]}, {""component_id"": 3, ""area_px"": 177, ""bbox"": [204, 74, 231, 88], ""polygon"": [[224, 88], [218, 86], [207, 88], [204, 83], [208, 80], [221, 82], [224, 79], [224, 76], [228, 74], [230, 78], [224, 88]]}, {""component_id"": 4, ""area_px"": 162, ""bbox"": [128, 76, 146, 92], ""polygon"": [[138, 92], [131, 92], [128, 87], [134, 81], [136, 76], [141, 76], [146, 79], [140, 84], [140, 89], [138, 92]]}, {""component_id"": 2, ""area_px"": 157, ""bbox"": [0, 15, 12, 35], ""polygon"": [[0, 16], [4, 16], [4, 22], [10, 27], [12, 33], [2, 34], [0, 32]]}, {""component_id"": 7, ""area_px"": 154, ""bbox"": [159, 183, 181, 202], ""polygon"": [[162, 202], [158, 199], [160, 195], [166, 188], [172, 188], [179, 182], [180, 185], [178, 188], [172, 192], [174, 196], [162, 202]]}, {""component_id"": 8, ""area_px"": 133, ""bbox"": [84, 192, 98, 209], ""polygon"": [[90, 208], [84, 204], [90, 195], [95, 192], [98, 194], [94, 200], [96, 205], [90, 208]]}]"
img_0038381,cracked,0.9729499228697832,256,256,7,1554,0.023712158203125,176.0,6.812670707702637,11.313708305358887,,,,,0.48838754113320143,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0038381.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0038381.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0038381.png,"[{""component_id"": 3, ""area_px"": 436, ""bbox"": [214, 56, 253, 79], ""polygon"": [[250, 78], [246, 78], [239, 70], [232, 72], [222, 72], [214, 65], [214, 59], [220, 56], [227, 62], [232, 62], [235, 58], [239, 62], [249, 64], [252, 66], [248, 69], [252, 72], [250, 78]]}, {""component_id"": 6, ""area_px"": 256, ""bbox"": [193, 123, 211, 154], ""polygon"": [[203, 154], [200, 152], [200, 135], [192, 128], [195, 122], [201, 124], [204, 129], [210, 134], [208, 138], [210, 143], [203, 154]]}, {""component_id"": 7, ""area_px"": 235, ""bbox"": [3, 210, 19, 256], ""polygon"": [[12, 255], [12, 240], [4, 223], [4, 210], [8, 213], [14, 241], [18, 247], [16, 255]]}, {""component_id"": 5, ""area_px"": 217, ""bbox"": [245, 101, 256, 129], ""polygon"": [[255, 128], [251, 128], [244, 122], [250, 109], [246, 104], [255, 100]]}, {""component_id"": 2, ""area_px"": 157, ""bbox"": [199, 12, 214, 29], ""polygon"": [[205, 28], [200, 25], [202, 22], [198, 19], [204, 12], [214, 19], [212, 21], [214, 25], [205, 28]]}, {""component_id"": 4, ""area_px"": 132, ""bbox"": [227, 84, 243, 107], ""polygon"": [[240, 106], [228, 90], [226, 87], [230, 84], [240, 97], [242, 104], [240, 106]]}, {""component_id"": 1, ""area_px"": 121, ""bbox"": [164, 0, 182, 13], ""polygon"": [[176, 0], [182, 10], [179, 12], [172, 12], [170, 10], [172, 7], [170, 4], [167, 6], [164, 0]]}]"
img_0039164,cracked,0.972949209829142,256,256,4,2030,0.030975341796875,263.0,7.3299078941345215,16.970561981201172,,,,,0.608539681239917,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0039164.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0039164.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0039164.png,"[{""component_id"": 1, ""area_px"": 590, ""bbox"": [231, 18, 256, 75], ""polygon"": [[255, 70], [251, 74], [246, 64], [248, 58], [246, 52], [250, 43], [245, 42], [241, 44], [238, 38], [230, 36], [233, 32], [243, 34], [248, 30], [247, 26], [237, 22], [237, 20], [250, 18], [252, 19], [248, 24], [250, 26], [253, 22], [255, 22]]}, {""component_id"": 4, ""area_px"": 565, ""bbox"": [231, 212, 256, 256], ""polygon"": [[236, 255], [234, 253], [236, 249], [242, 241], [236, 234], [233, 236], [230, 233], [230, 225], [238, 223], [236, 221], [241, 212], [244, 214], [244, 218], [246, 221], [246, 225], [242, 230], [248, 232], [255, 246]]}, {""component_id"": 3, ""area_px"": 559, ""bbox"": [0, 116, 23, 159], ""polygon"": [[0, 128], [2, 125], [2, 122], [8, 116], [12, 119], [10, 121], [12, 122], [15, 120], [16, 122], [18, 127], [14, 130], [7, 130], [4, 133], [2, 140], [11, 148], [12, 144], [8, 138], [14, 132], [22, 136], [21, 140], [18, 138], [16, 140], [20, 148], [16, 153], [20, 156], [19, 158], [13, 158], [7, 152], [4, 154], [2, 152], [2, 149], [0, 148]]}, {""component_id"": 2, ""area_px"": 316, ""bbox"": [27, 31, 60, 55], ""polygon"": [[33, 54], [26, 40], [31, 30], [35, 36], [37, 34], [40, 38], [44, 34], [47, 38], [51, 38], [60, 44], [55, 48], [51, 44], [46, 44], [42, 48], [40, 46], [37, 48], [33, 54]]}]"
img_0000491,cracked,0.9729486517272234,256,256,4,1761,0.0268707275390625,297.0,5.387085437774658,8.246211051940918,,,,,0.6164406977526713,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0000491.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0000491.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0000491.png,"[{""component_id"": 2, ""area_px"": 1145, ""bbox"": [71, 97, 256, 124], ""polygon"": [[255, 114], [247, 116], [241, 112], [232, 118], [216, 120], [210, 124], [207, 120], [199, 120], [194, 122], [182, 116], [178, 120], [173, 116], [167, 118], [158, 114], [152, 114], [143, 108], [116, 106], [110, 108], [102, 106], [93, 116], [89, 114], [75, 120], [70, 118], [72, 116], [93, 106], [100, 100], [126, 102], [128, 96], [132, 102], [139, 102], [149, 108], [156, 108], [159, 110], [171, 112], [173, 114], [185, 112], [191, 116], [199, 114], [201, 116], [230, 112], [237, 108], [240, 104], [244, 106], [255, 108]]}, {""component_id"": 3, ""area_px"": 353, ""bbox"": [0, 114, 64, 128], ""polygon"": [[0, 120], [18, 122], [33, 114], [49, 116], [60, 114], [64, 117], [62, 120], [52, 118], [46, 122], [36, 122], [31, 126], [24, 124], [20, 128], [18, 126], [0, 126]]}, {""component_id"": 4, ""area_px"": 138, ""bbox"": [50, 128, 69, 147], ""polygon"": [[57, 146], [51, 146], [50, 143], [56, 139], [63, 128], [67, 128], [68, 132], [60, 139], [62, 143], [57, 146]]}, {""component_id"": 1, ""area_px"": 125, ""bbox"": [178, 80, 190, 108], ""polygon"": [[182, 108], [178, 101], [178, 85], [188, 80], [190, 82], [182, 89], [182, 103], [184, 105], [182, 108]]}]"
img_0040343,cracked,0.9729466675440228,256,256,3,3556,0.05426025390625,362.0,9.635188102722168,26.832815170288086,,,,,0.8297511783981275,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0040343.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0040343.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0040343.png,"[{""component_id"": 2, ""area_px"": 1765, ""bbox"": [194, 142, 240, 256], ""polygon"": [[232, 255], [232, 250], [224, 242], [222, 237], [223, 234], [226, 234], [229, 238], [232, 235], [228, 212], [226, 210], [221, 216], [215, 216], [206, 208], [205, 200], [199, 202], [194, 198], [196, 194], [197, 184], [200, 184], [205, 188], [210, 188], [216, 183], [212, 174], [206, 174], [204, 169], [214, 159], [214, 144], [217, 142], [220, 144], [218, 167], [222, 173], [238, 187], [234, 194], [234, 203], [238, 235], [236, 242], [240, 246], [238, 255]]}, {""component_id"": 1, ""area_px"": 1310, ""bbox"": [129, 2, 209, 120], ""polygon"": [[206, 120], [192, 112], [192, 93], [182, 80], [168, 68], [166, 59], [162, 54], [162, 45], [158, 40], [158, 32], [155, 30], [134, 34], [130, 30], [134, 26], [141, 26], [152, 19], [150, 16], [146, 16], [142, 14], [139, 16], [135, 14], [133, 16], [128, 10], [133, 4], [148, 4], [154, 2], [162, 13], [164, 18], [162, 28], [166, 33], [164, 37], [168, 44], [168, 52], [178, 70], [184, 74], [192, 76], [188, 80], [192, 82], [192, 85], [200, 94], [198, 110], [208, 116], [206, 120]]}, {""component_id"": 3, ""area_px"": 481, ""bbox"": [229, 150, 256, 175], ""polygon"": [[255, 174], [243, 172], [238, 164], [233, 164], [228, 159], [230, 154], [235, 150], [248, 150], [255, 152]]}]"
img_0038536,cracked,0.97294105980828,256,256,8,1788,0.02728271484375,224.0,6.869101524353027,18.439088821411133,,,,,0.5522201496244165,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0038536.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0038536.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0038536.png,"[{""component_id"": 2, ""area_px"": 532, ""bbox"": [0, 78, 25, 117], ""polygon"": [[0, 82], [5, 88], [13, 86], [21, 78], [24, 79], [20, 88], [22, 96], [14, 106], [12, 104], [10, 105], [5, 116], [0, 112]]}, {""component_id"": 8, ""area_px"": 321, ""bbox"": [228, 198, 251, 252], ""polygon"": [[230, 252], [228, 247], [234, 227], [230, 224], [230, 212], [242, 206], [249, 198], [250, 206], [236, 217], [236, 222], [234, 226], [238, 229], [238, 234], [230, 252]]}, {""component_id"": 7, ""area_px"": 253, ""bbox"": [0, 188, 14, 218], ""polygon"": [[0, 188], [7, 188], [10, 190], [8, 193], [10, 197], [8, 204], [12, 207], [12, 212], [14, 215], [6, 218], [4, 215], [6, 210], [2, 208], [0, 210]]}, {""component_id"": 4, ""area_px"": 152, ""bbox"": [4, 138, 21, 151], ""polygon"": [[17, 150], [8, 150], [4, 140], [6, 138], [11, 140], [17, 138], [20, 147], [17, 150]]}, {""component_id"": 1, ""area_px"": 144, ""bbox"": [42, 73, 53, 93], ""polygon"": [[50, 92], [42, 91], [42, 77], [48, 72], [52, 74], [46, 85], [52, 90], [50, 92]]}, {""component_id"": 3, ""area_px"": 143, ""bbox"": [24, 106, 37, 126], ""polygon"": [[29, 126], [24, 118], [31, 106], [34, 108], [32, 111], [36, 114], [36, 118], [34, 120], [32, 118], [29, 126]]}, {""component_id"": 5, ""area_px"": 126, ""bbox"": [88, 141, 99, 165], ""polygon"": [[93, 164], [90, 163], [90, 159], [94, 155], [90, 149], [90, 146], [88, 143], [89, 140], [94, 142], [94, 145], [98, 150], [96, 161], [93, 164]]}, {""component_id"": 6, ""area_px"": 117, ""bbox"": [52, 160, 66, 178], ""polygon"": [[55, 178], [52, 175], [52, 172], [56, 168], [56, 164], [59, 160], [66, 164], [64, 166], [64, 169], [59, 172], [55, 178]]}]"
img_0039318,cracked,0.9729374129610594,256,256,6,2387,0.0364227294921875,267.0,7.684520721435547,19.79899024963379,,,,,0.6428247109857665,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\code_codex\data\results\localization\overlays\img_0039318.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\heatmaps\img_0039318.jpg,C:\Users\shrav\Downloads\code_codex\data\results\localization\masks\img_0039318.png,"[{""component_id"": 3, ""area_px"": 1012, ""bbox"": [115, 126, 148, 184], ""polygon"": [[129, 184], [123, 182], [119, 178], [114, 176], [118, 169], [114, 162], [120, 155], [116, 139], [121, 136], [126, 136], [128, 127], [131, 126], [134, 132], [130, 137], [132, 138], [142, 136], [142, 143], [148, 147], [143, 150], [138, 146], [138, 140], [134, 144], [136, 147], [132, 152], [136, 156], [132, 161], [134, 165], [141, 166], [142, 171], [137, 178], [129, 184]]}, {""component_id"": 5, ""area_px"": 505, ""bbox"": [214, 201, 238, 256], ""polygon"": [[214, 255], [218, 247], [214, 245], [218, 237], [220, 226], [224, 221], [220, 215], [226, 214], [226, 203], [230, 200], [232, 204], [232, 212], [230, 221], [235, 222], [238, 227], [233, 230], [228, 226], [222, 239], [222, 242], [226, 246], [230, 244], [234, 246], [228, 255]]}, {""component_id"": 2, ""area_px"": 449, ""bbox"": [82, 121, 110, 153], ""polygon"": [[92, 152], [84, 151], [84, 139], [82, 136], [84, 134], [82, 128], [87, 120], [94, 124], [94, 127], [88, 132], [89, 136], [94, 132], [96, 134], [101, 126], [103, 126], [106, 124], [108, 126], [108, 131], [110, 133], [108, 137], [97, 138], [94, 140], [98, 143], [92, 152]]}, {""component_id"": 6, ""area_px"": 144, ""bbox"": [29, 233, 47, 250], ""polygon"": [[33, 250], [28, 243], [32, 235], [36, 232], [44, 234], [46, 237], [36, 244], [33, 250]]}, {""component_id"": 1, ""area_px"": 139, ""bbox"": [202, 40, 213, 62], ""polygon"": [[207, 62], [204, 60], [206, 54], [202, 51], [203, 40], [206, 43], [206, 45], [212, 49], [212, 54], [212, 59], [207, 62]]}, {""component_id"": 4, ""area_px"": 138, ""bbox"": [71, 195, 85, 213], ""polygon"": [[75, 212], [70, 200], [78, 194], [84, 203], [75, 212]]}]"
